evento_id,timestamp_evento,timestamp_resolucion,ip_origen,ip_destino,puerto_destino,protocolo,tipo_evento,categoria,severidad,sistema_afectado,sistema_operativo,pais_origen,usuario,analista_id,bytes_enviados,bytes_recibidos,accion_tomada,tiempo_respuesta_min,falso_positivo,resuelto
EVT105217,2024-06-29 13:11:31,2024-06-29 13:52:31,221.69.183.101,10.4.46.46,445.0,SSH,Malware detectado,Malware,Alta,SRV-VPNGATEWAY,Linux Debian 11,Alemania,,ANA015,4691239,237720,Bloqueado,41,FALSE,TRUE
EVT102528,2024-07-17 16:54:48,2024-07-17 19:09:48,10.9.41.155,10.4.5.212,443.0,TCP,Malware detectado,Malware,Alta,NAS-BACKUP-01,Synology DSM,México,,ANA008,2374347,1551285,Cuarentenado,135,FALSE,TRUE
EVT105250,2024-06-21 22:37:38,2024-06-22 0:43:38,10.7.22.203,10.4.38.58,25.0,ICMP,Movimiento lateral,Post-explotación,Alta,NAS-BACKUP-01,Synology DSM,México,user_garcia88,,859628,1567055,En revisión,126,FALSE,TRUE
EVT102997,2024-03-16 13:36:24,2024-03-16 14:36:24,10.7.19.8,10.0.50.178,23.0,ICMP,Escalación de privilegios,Control de acceso,Crítica,FW-DMZ,Cisco ASA,México,user_hernandez33,ANA006,4985194,1903765,Cuarentenado,60,FALSE,TRUE
EVT104024,2024-12-12 18:11:11,,221.169.119.97,10.1.21.88,22.0,SMB,Phishing detectado,Ingeniería social,Alta,SRV-WEB-02,Linux Ubuntu 22.04,Irán,user_lopez92,ANA014,2079140,625698,En revisión,62,FALSE,FALSE
EVT101373,2024-06-12 20:51:49,2024-06-12 23:04:49,45.68.157.43,10.6.12.197,25.0,DNS,Phishing detectado,Ingeniería social,Media,WS-IT-031,macOS Ventura,China,user_perez77,ANA006,4872706,1736890,Cuarentenado,133,FALSE,TRUE
EVT100739,2024-01-23 10:18:44,2024-01-23 10:31:44,118.223.11.118,10.9.4.220,8080.0,RDP,Movimiento lateral,POST-EXPLOTACIÓN,Crítica,WS-RH-005,Windows 10 Pro,Rumania,user_sanchez08,ANA005,290216,544803,Cuarentenado,13,FALSE,TRUE
EVT104245,2024-04-20 17:24:15,2024-04-20 21:49:15,10.7.22.23,10.5.31.177,22.0,SSH,Escaneo de puertos,Reconocimiento,Media,WS-RH-005,Windows 10 Pro,México,user_martinez08,ANA007,1795789,1651869,Alertado,265,TRUE,TRUE
EVT102952,2024-09-12 9:56:46,2024-09-12 17:12:46,195.132.172.131,10.1.36.152,22.0,ICMP,XSS detectado,Web,Media,FW-DMZ,Cisco ASA,Holanda,,ANA014,838527,1123361,En revisión,436,FALSE,TRUE
EVT100867,2024-01-12 23:07:54,2024-01-13 2:48:54,78.45.46.69,10.3.0.175,3389.0,ICMP,XSS detectado,Web,Baja,SRV-VPNGATEWAY,Linux Debian 11,Rusia,user_hernandez11,ANA003,922310,915164,En revisión,221,FALSE,TRUE
EVT101140,2024-01-22 7:18:49,2024-01-22 8:17:49,10.9.34.149,10.7.43.152,21.0,HTTPS,Exfiltración de datos,Exfiltración,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,México,user_martinez01,ANA001,1913955,418657,Bloqueado,59,FALSE,TRUE
EVT100997,2024-09-11 8:34:15,2024-09-11 8:54:15,103.183.30.99,10.8.19.187,53.0,SMB,Phishing detectado,Ingeniería social,Alta,SRV-DB-DEV,Linux CentOS 8,México,user_gonzalez99,ANA002,523146,853748,Bloqueado,20,FALSE,TRUE
EVT101337,2024-10-31 20:11:17,,213.78.28.114,10.10.50.39,1433.0,TCP,Ransomware detectado,Malware,Crítica,APP-ERP-PROD,Windows Server 2019,Brasil,user_sanchez08,ANA015,808794,556629,En revisión,2168,FALSE,FALSE
EVT100541,2024-04-06 23:15:08,2024-04-07 1:27:08,10.6.15.177,10.9.23.142,3306.0,SMB,Fuerza bruta,Autenticación,Alta,SRV-DB-PROD,Linux CentOS 8,México,user_rodriguez39,ANA013,643335,1167766,En revisión,132,FALSE,TRUE
EVT101099,2024-05-09 19:17:23,2024-05-10 1:58:23,118.79.12.22,10.8.24.221,3306.0,ICMP,Escaneo de red,Reconocimiento,Media,SRV-WEB-02,Linux Ubuntu 22.04,México,user_perez45,ANA014,925385,450365,En revisión,401,FALSE,TRUE
EVT101132,2024-01-25 21:39:31,2024-01-25 22:52:31,45.25.154.163,10.2.46.79,5432.0,TCP,Exfiltración de datos,Exfiltración,Alta,WS-FIN-014,Windows 11 Pro,Corea del Norte,user_rodriguez39,ANA003,2449227,1947563,Cuarentenado,73,FALSE,TRUE
EVT105349,2024-04-18 7:13:19,2024-04-18 10:11:19,10.9.34.76,10.6.25.168,53.0,HTTP,Escalación de privilegios,Control de acceso,Alta,SRV-VPNGATEWAY,Linux Debian 11,México,user_martinez01,ANA005,3497369,1603459,Bloqueado,178,FALSE,TRUE
EVT103288,2024-04-30 19:56:54,,167.204.214.251,10.4.25.222,445.0,SMB,Escaneo de red,Reconocimiento,Media,SWITCH-DIST-01,Cisco IOS,Corea del Norte,user_martinez11,ANA013,857321,1917025,En revisión,191,FALSE,FALSE
EVT102258,2024-01-17 15:39:17,2024-01-17 15:46:17,45.174.39.235,10.4.16.38,3389.0,HTTPS,Inyección SQL,Web,Crítica,SWITCH-DIST-01,Cisco IOS,,user_perez86,ANA013,1918058,1007801,Cuarentenado,7,FALSE,TRUE
EVT104460,2024-04-12 14:47:25,2024-04-12 20:52:25,78.194.135.205,10.9.38.189,3389.0,RDP,Inyección SQL,Web,Media,SRV-DB-DEV,Linux CentOS 8,Holanda,user_gonzalez68,ANA002,4253866,1711841,En revisión,365,FALSE,TRUE
EVT100059,2024-10-31 8:26:39,2024-10-31 8:50:39,66.99.219.89,10.0.34.73,8443.0,ICMP,Exfiltración de datos,Exfiltración,Crítica,SRV-WEB-01,,Holanda,,ANA015,4508907,7529,Alertado,24,FALSE,TRUE
EVT103494,2024-07-06 8:30:23,2024-07-06 9:17:23,78.19.124.73,10.9.1.210,1433.0,DNS,Escalación de privilegios,Control de acceso,Crítica,ROUTER-CORE,Cisco IOS,México,user_lopez71,ANA015,4371133,777929,Alertado,47,FALSE,TRUE
EVT101938,2024-05-06 15:35:12,2024-05-06 16:06:12,118.207.40.123,10.4.29.120,23.0,HTTPS,Inyección SQL,Web,Alta,WS-FIN-022,Windows 11 Pro,Alemania,user_perez77,ANA001,2897577,1509827,Bloqueado,31,FALSE,TRUE
EVT103970,2024-06-02 8:47:03,2024-06-02 9:35:03,134.214.120.146,10.8.7.250,445.0,SSH,DDoS,Disponibilidad,Crítica,WS-FIN-022,Windows 11 Pro,Holanda,,ANA012,1236440,1430687,En revisión,48,FALSE,TRUE
EVT105443,2024-02-10 16:00:34,2024-02-10 17:29:34,195.22.252.120,10.1.2.81,445.0,HTTP,Escalación de privilegios,Control de acceso,Alta,WS-RH-005,Windows 10 Pro,Holanda,,ANA008,551593,556821,Alertado,89,FALSE,TRUE
EVT102902,2024-03-14 19:31:04,,185.11.60.74,10.1.30.176,3306.0,HTTP,Escalación de privilegios,Control de acceso,Crítica,FW-DMZ,Cisco ASA,Brasil,user_rodriguez39,ANA013,916255,1851953,En revisión,29,FALSE,FALSE
EVT102813,2024-03-04 9:53:23,2024-03-04 12:56:23,10.2.49.57,10.6.29.222,53.0,SMB,XSS detectado,Web,Media,WS-FIN-014,Windows 11 Pro,México,user_martinez42,ANA011,1179416,266739,Permitido,183,TRUE,TRUE
EVT104950,2024-03-30 8:04:19,2024-03-30 11:48:19,10.6.13.82,10.6.38.144,3389.0,RDP,Phishing detectado,Ingeniería social,Media,NAS-BACKUP-01,Synology DSM,México,user_gonzalez99,ANA010,1156824,516357,Alertado,224,FALSE,TRUE
EVT101078,2024-05-15 18:20:23,2024-05-15 18:54:23,45.81.157.106,10.9.14.174,80.0,ICMP,Escalación de privilegios,Control de acceso,Alta,WS-FIN-022,Windows 11 Pro,Rusia,user_garcia47,ANA002,2834521,704024,Alertado,34,FALSE,TRUE
EVT104173,2024-01-24 17:39:39,2024-01-24 17:44:39,78.83.39.17,10.4.2.186,8443.0,TCP,Movimiento lateral,Post-explotación,Crítica,SRV-VPNGATEWAY,Linux Debian 11,Estados Unidos,user_rodriguez78,ANA012,4686730,970241,En revisión,5,FALSE,TRUE
EVT103536,2024-10-16 16:14:24,,103.192.64.15,10.1.20.231,1433.0,DNS,DDoS,Disponibilidad,Crítica,SRV-VPNGATEWAY,Linux Debian 11,Rusia,,ANA013,4558175,897231,Alertado,15,FALSE,FALSE
EVT103866,2024-11-08 16:15:34,,185.47.173.80,10.0.40.39,8443.0,HTTPS,Phishing detectado,Ingeniería social,Media,APP-CRM-01,Linux Ubuntu 20.04,Rumania,user_martinez08,ANA007,4689248,1667289,Bloqueado,480,FALSE,TRUE
EVT104771,2024-11-03 17:49:26,2024-11-04 1:29:26,221.126.219.121,10.8.46.87,25.0,ICMP,Login fallido,Autenticación,Baja,SRV-AD-PRIMARY,Windows Server 2022,México,user_rodriguez78,ANA009,2437530,1299986,Permitido,460,TRUE,TRUE
EVT102630,2024-02-20 21:09:30,2024-02-20 23:12:30,167.189.167.154,10.0.17.113,8080.0,ICMP,Exfiltración de datos,Exfiltración,Alta,SRV-AD-PRIMARY,Windows Server 2022,México,,ANA015,4077002,1004849,bloqueado,123,FALSE,TRUE
EVT103010,2024-09-08 17:53:46,,167.209.0.32,10.8.41.202,8080.0,DNS,Ransomware detectado,Malware,Crítica,WS-RH-005,Windows 10 Pro,México,,ANA006,2584551,1162460,Cuarentenado,24,FALSE,FALSE
EVT100940,2024-11-04 7:35:59,,10.8.8.131,10.0.50.241,22.0,HTTPS,Inyección SQL,Web,crítica,SWITCH-DIST-01,Cisco IOS,México,user_hernandez35,ANA014,3435968,1720651,En revisión,22,FALSE,FALSE
EVT101080,2024-09-22 14:54:12,2024-09-22 15:51:12,151.63.22.195,10.4.32.131,22.0,HTTPS,Ransomware detectado,Malware,Crítica,SRV-DB-DEV,Linux CentOS 8,Corea del Norte,user_rodriguez39,ANA015,2402624,964039,Alertado,57,FALSE,TRUE
EVT100187,2024-04-23 9:12:34,2024-04-23 10:02:34,134.76.209.189,10.2.33.105,445.0,SMB,Malware detectado,Malware,Crítica,WS-FIN-014,,Irán,user_sanchez98,ANA001,4412900,860563,Alertado,50,FALSE,TRUE
EVT105257,2024-09-19 12:35:21,2024-09-19 12:48:21,103.204.167.151,10.9.13.179,23.0,RDP,Acceso no autorizado,Control de acceso,Alta,SRV-AD-PRIMARY,Windows Server 2022,Irán,user_martinez92,ANA004,3526468,27083,Bloqueado,13,FALSE,TRUE
EVT102085,2024-03-02 16:16:24,2024-03-02 23:45:24,45.54.239.49,10.3.32.171,23.0,RDP,Login fallido,Autenticación,ALTA,WS-RH-005,Windows 10 Pro,Irán,user_garcia66,ANA011,2847434,859383,Alertado,449,FALSE,TRUE
EVT102249,2024-11-15 16:27:57,2024-11-15 23:48:57,167.207.111.153,10.9.29.180,445.0,DNS,Inyección SQL,Web,Media,NAS-BACKUP-01,Synology DSM,Rumania,user_perez45,ANA003,1332552,418276,Alertado,441,TRUE,TRUE
EVT104315,2024-11-14 3:52:43,2024-11-14 4:12:43,185.0.165.199,10.10.28.212,23.0,HTTPS,Escalación de privilegios,Control de acceso,Crítica,WS-FIN-014,Windows 11 Pro,China,user_martinez72,ANA001,1523702,684523,En revisión,20,FALSE,TRUE
EVT105470,2024-03-25 17:17:29,2024-03-25 18:57:29,134.148.54.189,10.0.5.213,8080.0,HTTP,Escalación de privilegios,Control de acceso,Alta,WS-IT-031,macOS Ventura,Rusia,user_lopez53,ANA015,4833886,1231838,Alertado,100,FALSE,TRUE
EVT102023,2024-07-25 12:22:24,2024-07-25 14:21:24,185.249.76.245,10.6.41.107,8443.0,TCP,Phishing detectado,Ingeniería social,Media,WS-FIN-014,Windows 11 Pro,México,,ANA013,614076,469716,En revisión,119,FALSE,TRUE
EVT103246,2024-08-21 9:54:09,2024-08-21 10:41:09,221.206.63.97,10.10.29.223,8443.0,FTP,Malware detectado,Malware,Crítica,SRV-DB-DEV,Linux CentOS 8,Brasil,user_gonzalez42,ANA015,3803012,1666225,Bloqueado,47,FALSE,TRUE
EVT101492,2024-06-20 13:49:54,2024-06-20 21:24:54,185.242.85.136,10.3.27.215,443.0,FTP,Escaneo de red,Reconocimiento,Baja,SRV-DB-DEV,Linux CentOS 8,México,user_lopez92,ANA014,4153478,1292092,En revisión,455,FALSE,TRUE
EVT104239,2024-05-27 5:38:53,2024-05-27 21:54:53,134.147.59.201,10.10.26.52,3389.0,FTP,Login fallido,Autenticación,Baja,WS-IT-031,macOS Ventura,Brasil,user_hernandez20,ANA001,1908214,1621455,Bloqueado,976,FALSE,TRUE
EVT100226,2024-08-28 13:13:57,,213.196.232.162,10.10.12.165,22.0,FTP,XSS detectado,Web,MEDIA,SRV-MAIL-01,Windows Server 2019,Estados Unidos,user_gonzalez13,ANA002,1478427,1802295,Bloqueado,150,FALSE,FALSE
EVT104716,2024-06-05 17:06:47,2024-06-05 17:23:47,78.179.217.54,10.7.8.163,8443.0,DNS,Ransomware detectado,Malware,Crítica,APP-CRM-01,Linux Ubuntu 20.04,Ucrania,user_gonzalez57,ANA006,897861,1190473,En revisión,17,FALSE,TRUE
EVT102583,2024-04-21 12:28:36,2024-04-21 12:55:36,45.151.19.201,10.5.36.19,80.0,HTTP,Escalación de privilegios,Control de acceso,Crítica,SRV-DB-DEV,Linux CentOS 8,Holanda,user_flores47,ANA002,3228813,1399205,Bloqueado,27,FALSE,TRUE
EVT101929,2024-09-30 10:34:16,2024-09-30 11:22:16,151.113.10.194,10.0.5.45,8443.0,ICMP,Movimiento lateral,Post-explotación,Crítica,SRV-WEB-01,Linux Ubuntu 22.04,China,user_martinez21,ANA011,136698,861342,Alertado,48,FALSE,TRUE
EVT104939,2024-04-27 21:16:44,2024-04-27 22:55:44,103.160.33.54,10.7.49.200,445.0,FTP,Escaneo de red,Reconocimiento,Media,ROUTER-CORE,Cisco IOS,México,user_garcia51,ANA002,2091449,1025380,Cuarentenado,99,FALSE,TRUE
EVT104955,2024-07-29 9:29:04,,78.88.78.76,10.8.16.169,1433.0,UDP,Phishing detectado,Ingeniería social,Media,APP-CRM-01,Linux Ubuntu 20.04,India,user_lopez53,ANA007,111150,1712901,Bloqueado,249,FALSE,FALSE
EVT101404,2024-07-19 21:12:09,2024-07-19 22:09:09,167.177.60.93,10.8.36.212,445.0,HTTPS,Exfiltración de datos,Exfiltración,Alta,SRV-WEB-01,Linux Ubuntu 22.04,México,user_lopez71,ANA013,3216389,16503,Alertado,57,FALSE,TRUE
EVT102179,2024-01-24 10:40:40,,78.35.227.206,10.7.17.121,22.0,SSH,Malware detectado,Malware,Alta,NAS-BACKUP-01,Synology DSM,Alemania,,ANA010,1054622,1259617,Bloqueado,165,FALSE,FALSE
EVT100697,2024-06-06 19:35:50,2024-06-06 20:09:50,10.6.0.31,10.5.23.102,21.0,FTP,Escalación de privilegios,Autenticacion,Crítica,SRV-VPNGATEWAY,Linux Debian 11,México,,ANA013,1313491,337546,Cuarentenado,34,FALSE,TRUE
EVT101124,2024-05-27 21:44:59,2024-05-28 0:26:59,221.213.234.177,10.7.12.128,3389.0,HTTPS,DDoS,Disponibilidad,Alta,NAS-BACKUP-01,Synology DSM,Alemania,user_lopez87,ANA014,3364488,1263332,Bloqueado,162,FALSE,TRUE
EVT103388,2024-10-04 17:05:00,2024-10-05 0:50:00,10.9.25.16,10.2.0.116,5432.0,DNS,Phishing detectado,Ingeniería social,Media,NAS-BACKUP-01,Synology DSM,México,user_perez20,ANA001,3600927,421301,Permitido,465,TRUE,TRUE
EVT103537,2024-11-11 0:25:00,2024-11-11 17:32:00,10.4.35.152,10.4.49.54,80.0,RDP,Login exitoso,autenticación,Baja,SRV-AD-REPLICA,Windows Server 2022,México,user_hernandez11,ANA010,274782,1185606,Permitido,1027,TRUE,TRUE
EVT101778,2024-11-09 15:00:50,2024-11-09 15:21:50,167.114.122.212,10.3.20.144,3389.0,TCP,Fuerza bruta,Autenticación,Crítica,SRV-WEB-02,Linux Ubuntu 22.04,India,user_hernandez19,ANA011,889301,1974073,Cuarentenado,21,FALSE,TRUE
EVT102634,2024-07-25 14:27:03,2024-07-25 22:05:03,151.115.130.10,10.1.4.252,80.0,TCP,Escaneo de puertos,Reconocimiento,Media,SRV-AD-REPLICA,Windows Server 2022,Holanda,user_gonzalez42,ANA010,4088085,1916180,En revisión,458,FALSE,TRUE
EVT103463,2024-07-11 14:16:46,2024-07-11 14:52:46,10.4.14.177,10.10.45.83,22.0,SMB,Inyección SQL,Web,Media,SRV-DB-DEV,Linux CentOS 8,México,user_perez71,ANA014,2460116,756656,Alertado,36,TRUE,TRUE
EVT101037,2024-02-11 10:21:07,2024-02-11 11:08:07,221.49.134.47,10.8.35.15,3389.0,UDP,Escalación de privilegios,Control de acceso,Crítica,WS-RH-005,Windows 10 Pro,Estados Unidos,user_perez51,ANA006,2812621,1470862,Bloqueado,47,FALSE,TRUE
EVT104601,2024-07-13 10:56:02,2024-07-13 17:51:02,203.7.160.119,10.1.48.44,5432.0,SMB,Phishing detectado,Ingeniería social,Media,SRV-MONITOR,Linux Ubuntu 22.04,Irán,user_hernandez33,ANA008,4559219,867028,Bloqueado,415,TRUE,TRUE
EVT102256,2024-09-24 6:51:17,2024-09-24 12:25:17,167.113.212.63,10.9.36.99,25.0,TCP,Login fallido,Autenticación,Media,SRV-WEB-01,Linux Ubuntu 22.04,Irán,user_sanchez83,ANA003,1319569,694375,Alertado,334,FALSE,TRUE
EVT105448,2024-09-27 10:55:42,2024-09-27 12:02:42,66.165.188.32,10.10.34.200,3389.0,RDP,Phishing detectado,Ingeniería social,Alta,WS-IT-031,macOS Ventura,México,user_martinez60,ANA006,2506836,783167,En revisión,67,FALSE,TRUE
EVT100313,2024-10-15 8:01:14,2024-10-15 11:01:14,195.168.213.71,10.7.4.27,23.0,RDP,Login exitoso,Autenticación,Baja,SRV-AD-PRIMARY,Windows Server 2022,Holanda,,ANA010,1679692,1182922,Cuarentenado,180,FALSE,TRUE
EVT102649,2024-09-11 11:31:41,2024-09-11 12:52:41,203.119.122.197,10.10.37.14,53.0,DNS,Phishing detectado,Ingeniería social,Alta,APP-ERP-PROD,Windows Server 2019,Irán,,ANA008,84517,843389,En revisión,81,FALSE,TRUE
EVT102281,2024-08-11 21:21:14,,195.103.209.89,10.5.10.190,21.0,RDP,Escaneo de puertos,Reconocimiento,Media,SRV-MAIL-01,Windows Server 2019,India,user_lopez53,ANA009,3069751,543392,CUARENTENADO,430,FALSE,FALSE
EVT104303,2024-10-25 17:13:55,,213.163.7.208,10.7.43.111,21.0,RDP,Login exitoso,Autenticación,Media,WS-RH-005,Windows 10 Pro,México,user_gonzalez50,ANA005,121068,1375716,Cuarentenado,264,FALSE,FALSE
EVT102547,2024-12-07 10:50:00,,10.5.36.196,10.4.33.10,443.0,ICMP,Fuerza bruta,Autenticación,Alta,FW-DMZ,Cisco ASA,México,,ANA002,2143268,1997601,Alertado,68,FALSE,FALSE
EVT101416,2024-10-14 8:10:28,2024-10-14 10:45:28,45.134.94.91,10.10.2.116,8080.0,DNS,Fuerza bruta,Autenticación,Media,SRV-AD-PRIMARY,Windows Server 2022,ALEMANIA,,ANA015,1120633,978671,Bloqueado,155,FALSE,TRUE
EVT101036,2024-08-19 2:44:35,2024-08-19 3:10:35,167.3.195.105,10.0.29.61,3306.0,RDP,Escalación de privilegios,Control de acceso,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,Rumania,user_martinez01,ANA015,1448502,10874,Alertado,26,FALSE,TRUE
EVT102159,2024-01-07 11:47:00,,118.250.252.185,10.8.14.151,5432.0,SMB,Login exitoso,Autenticación,Baja,SRV-MONITOR,Linux Ubuntu 22.04,Brasil,,ANA008,2152384,339720,Alertado,801,FALSE,FALSE
EVT104589,2024-01-08 3:51:52,,195.200.170.228,10.1.44.216,5432.0,SSH,Escalación de privilegios,Control de acceso,Crítica,APP-ERP-PROD,Windows Server 2019,Rumania,,ANA014,2430623,1328200,Alertado,45,FALSE,FALSE
EVT101754,2024-07-10 10:17:49,2024-07-10 12:00:49,134.93.231.157,10.5.41.249,445.0,TCP,Fuerza bruta,Autenticación,Alta,SRV-DB-PROD,Linux CentOS 8,UCRANIA,user_martinez92,ANA007,2272805,1695749,En revisión,103,FALSE,TRUE
EVT103779,2024-12-03 10:44:00,2024-12-03 11:20:00,45.109.243.51,10.6.0.220,25.0,DNS,Ransomware detectado,Malware,Crítica,SRV-DB-DEV,Linux CentOS 8,México,user_perez86,ANA005,64911,1887180,Bloqueado,36,FALSE,TRUE
EVT103406,2024-11-18 8:34:54,,10.10.34.234,10.10.11.232,1433.0,DNS,XSS detectado,Web,Baja,SRV-MAIL-01,Windows Server 2019,México,user_hernandez20,ANA004,3208354,251793,bloqueado,947,FALSE,FALSE
EVT104778,2024-10-07 10:46:57,,118.223.90.32,10.8.30.50,8080.0,FTP,Escaneo de puertos,Reconocimiento,Media,SRV-MAIL-01,Windows Server 2019,Rusia,user_lopez71,ANA008,2391693,1171149,Cuarentenado,49,FALSE,FALSE
EVT102520,2024-07-03 15:33:01,,10.4.3.225,10.2.4.129,80.0,HTTP,Fuerza bruta,Autenticación,Alta,NAS-BACKUP-01,Synology DSM,México,,ANA005,2929812,942067,Bloqueado,30,FALSE,FALSE
EVT104323,2024-11-24 13:13:02,2024-11-24 13:47:02,151.105.170.243,10.7.21.4,445.0,SSH,Acceso no autorizado,Control de acceso,Crítica,SRV-WEB-02,Linux Ubuntu 22.04,México,user_rodriguez95,ANA001,4995106,921424,Bloqueado,34,FALSE,TRUE
EVT104058,2024-09-22 9:16:29,,167.242.94.145,10.3.37.34,22.0,HTTPS,Login exitoso,Autenticación,Baja,SRV-MONITOR,Linux Ubuntu 22.04,Alemania,user_lopez87,ANA009,4366591,1988142,Alertado,294,FALSE,FALSE
EVT104945,2024-07-16 19:58:03,,10.9.23.247,10.3.18.77,1433.0,SSH,XSS detectado,Web,Baja,WS-RH-005,Windows 10 Pro,México,,ANA007,4978031,1299681,Alertado,1430,FALSE,FALSE
EVT101506,2024-08-04 16:02:17,2024-08-04 16:44:17,118.75.157.53,10.6.48.48,25.0,SMB,Inyección SQL,WEB,Crítica,SRV-VPNGATEWAY,Linux Debian 11,Corea del Norte,user_martinez11,ANA002,3733012,1014557,Alertado,42,FALSE,TRUE
EVT101923,2024-12-09 18:00:39,2024-12-09 18:37:39,10.2.14.25,10.3.15.103,8443.0,TCP,Escalación de privilegios,Control de acceso,Crítica,WS-FIN-022,Windows 11 Pro,México,user_gonzalez64,ANA011,3042869,512138,Alertado,37,FALSE,TRUE
EVT100448,2024-03-11 12:37:51,2024-03-11 14:42:51,195.127.40.245,10.10.39.101,1433.0,SSH,Login fallido,Autenticación,Baja,WS-FIN-022,Windows 11 Pro,Rusia,user_rodriguez82,ANA005,296563,187663,Cuarentenado,125,FALSE,TRUE
EVT102955,2024-08-22 16:44:08,2024-08-23 6:19:08,66.60.61.11,10.4.38.253,3306.0,ICMP,XSS detectado,Web,Baja,SRV-MAIL-01,Windows Server 2019,Ucrania,user_perez51,ANA015,3372252,412198,Cuarentenado,815,FALSE,TRUE
EVT105175,2024-04-24 16:36:28,2024-04-24 19:05:28,213.180.4.15,10.0.4.128,8443.0,TCP,Malware detectado,Malware,Alta,SRV-MAIL-01,Windows Server 2019,China,user_martinez60,ANA005,4482767,1939144,Cuarentenado,149,FALSE,TRUE
EVT105478,2024-01-18 8:15:23,2024-01-18 13:54:23,185.206.209.141,10.0.39.135,445.0,TCP,Phishing detectado,Ingeniería social,Media,SRV-WEB-01,,Holanda,user_hernandez51,ANA003,4307812,1428864,Cuarentenado,339,FALSE,TRUE
EVT103102,2024-06-13 8:28:06,2024-06-13 12:50:06,45.185.141.21,10.6.13.215,5432.0,UDP,Login exitoso,Autenticación,Baja,WS-FIN-022,Windows 11 Pro,Estados Unidos,user_rodriguez95,ANA005,4798053,450217,Alertado,262,TRUE,TRUE
EVT100361,2024-11-09 16:58:38,2024-11-09 18:52:38,66.184.171.64,10.0.49.145,445.0,HTTPS,Acceso no autorizado,Control de acceso,Alta,SRV-MAIL-01,Windows Server 2019,Ucrania,user_hernandez19,ANA001,4551190,1342267,Bloqueado,114,FALSE,TRUE
EVT102183,2024-11-25 9:49:24,2024-11-25 10:11:24,167.73.128.168,10.6.32.203,53.0,FTP,Escalación de privilegios,Control de acceso,Crítica,APP-ERP-PROD,Windows Server 2019,Brasil,user_perez20,ANA015,4559790,1824636,Cuarentenado,22,FALSE,TRUE
EVT101134,2024-02-15 4:02:22,2024-02-15 4:20:22,203.216.76.193,10.8.9.33,5432.0,SMB,Exfiltración de datos,Exfiltración,Crítica,SRV-DB-DEV,Linux CentOS 8,México,user_flores47,ANA012,2290226,495785,Alertado,18,FALSE,TRUE
EVT104402,2024-03-04 6:14:50,2024-03-04 15:40:50,45.239.151.60,10.4.41.25,22.0,HTTPS,Login exitoso,Autenticación,Baja,SRV-DB-PROD,Linux CentOS 8,Rusia,user_ramirez52,ANA003,733560,734255,En revisión,566,FALSE,TRUE
EVT102155,2024-07-15 9:17:37,2024-07-15 10:23:37,78.99.208.217,10.7.1.231,3389.0,TCP,Escalación de privilegios,Control de acceso,Alta,SRV-DB-PROD,Linux CentOS 8,Rumania,user_gonzalez50,ANA012,4173565,1269457,Alertado,66,FALSE,TRUE
EVT101830,2024-03-03 19:23:00,2024-03-03 19:52:00,10.1.50.186,10.2.15.39,23.0,SMB,Escalación de privilegios,Control de acceso,Crítica,FW-PERIMETRO,Fortinet FortiOS,México,user_perez86,ANA010,683650,74730,Cuarentena,29,FALSE,TRUE
EVT101053,2024-08-27 13:27:54,2024-08-27 13:35:54,66.139.157.40,10.5.20.241,1433.0,TCP,Ransomware detectado,Malware,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,Alemania,,ANA013,2942637,1112076,Alertado,8,FALSE,TRUE
EVT102460,2024-04-24 21:35:36,2024-04-24 22:43:36,103.26.127.11,10.8.6.31,-1.0,DNS,Malware detectado,Malware,Alta,SRV-MAIL-01,Windows Server 2019,Ucrania,,ANA015,1680897,365673,Alertado,68,FALSE,TRUE
EVT100022,2024-09-13 8:14:31,2024-09-13 10:35:31,167.142.0.186,10.3.4.37,8443.0,SMB,Phishing detectado,Ingeniería social,Alta,SRV-WEB-01,Linux Ubuntu 22.04,Irán,user_perez45,ANA009,2234034,74120,Bloqueado,141,FALSE,TRUE
EVT102066,2024-01-25 6:09:29,2024-01-25 6:56:29,203.135.35.236,10.1.41.250,3306.0,ICMP,Ransomware detectado,Malware,Crítica,APP-ERP-PROD,Windows Server 2019,Alemania,user_perez38,ANA014,4356458,660205,Cuarentenado,47,FALSE,TRUE
EVT101653,2024-10-08 10:49:52,2024-10-08 11:23:52,78.220.55.146,10.10.1.184,3389.0,HTTP,Fuerza bruta,Autenticación,Crítica,SRV-WEB-02,Linux Ubuntu 22.04,Rumania,user_gonzalez50,ANA012,366806,1105146,Cuarentenado,34,FALSE,TRUE
EVT103128,2024-04-04 13:00:08,2024-04-04 15:50:08,167.2.182.246,10.3.6.68,443.0,SSH,Fuerza bruta,Autenticación,Media,FW-PERIMETRO,Fortinet FortiOS,Irán,user_garcia66,ANA004,2683774,1900185,Permitido,170,TRUE,TRUE
EVT103898,2024-11-09 10:29:18,,10.9.24.132,10.0.45.9,443.0,HTTP,Escaneo de red,Reconocimiento,Media,SRV-DB-DEV,Linux CentOS 8,México,user_garcia63,ANA010,4726039,308119,En revisión,234,FALSE,FALSE
